SQL> SELECT TO_CHAR(event_date,'YYYY-MM-DD') AS event_time, event AS event_name, COUNT(*) AS event_count
  2  FROM chef_event_archive
  3  WHERE
  4  event_date >= '01-JAN-05' AND event_date < '01-MAY-05'
  5  AND NOT (event='content.read' AND ref LIKE '/content/public/%')
  6  GROUP BY TO_CHAR(event_date,'YYYY-MM-DD'), event
  7  ORDER BY event_time, event;

EVENT_TIME EVENT_NAME                       EVENT_COUNT                         
---------- -------------------------------- -----------                         
2005-03-06 annc.new                                  71                         
2005-03-06 annc.revise.own                           21                         
2005-03-06 asn.new.assignment                        15                         
2005-03-06 asn.new.assignmentcontent                 15                         
2005-03-06 asn.revise.assignment                      5                         
2005-03-06 asn.revise.assignmentcontent               5                         
2005-03-06 asn.save.submission                       14                         
2005-03-06 asn.submit.submission                    314                         
2005-03-06 calendar.new                              18                         
2005-03-06 calendar.revise                           57                         
2005-03-06 chat.new                                  11                         
2005-03-06 content.delete                           333                         
2005-03-06 content.new                             1078                         
2005-03-06 content.read                           14713                         
2005-03-06 content.revise                            68                         
2005-03-06 digest.del                                 3                         
2005-03-06 digest.upd                                24                         
2005-03-06 disc.delete.any                            5                         
2005-03-06 disc.delete.own                            2                         
2005-03-06 disc.new                                  77                         
2005-03-06 disc.revise.any                           15                         
2005-03-06 disc.revise.own                            9                         
2005-03-06 mail.new                                 142                         
2005-03-06 prefs.add                                  2                         
2005-03-06 prefs.upd                                  1                         
2005-03-06 realm.add                                 35                         
2005-03-06 realm.del                                 16                         
2005-03-06 realm.upd                                 12                         
2005-03-06 realm.upd.own                             22                         
2005-03-06 site.add                                  19                         
2005-03-06 site.upd                                  33                         
2005-03-06 user.add                                   3                         
2005-03-06 user.login                              7913                         
2005-03-06 user.logout                             7723                         
2005-03-06                                            1                         
2005-03-07 alias.add                                 15                         
2005-03-07 alias.del                                 10                         
2005-03-07 annc.delete.own                            6                         
2005-03-07 annc.new                                 269                         
2005-03-07 annc.revise.any                            2                         
2005-03-07 annc.revise.own                           37                         
2005-03-07 asn.new.assignment                        31                         
2005-03-07 asn.new.assignmentcontent                 32                         
2005-03-07 asn.revise.assignment                     33                         
2005-03-07 asn.revise.assignmentcontent              31                         
2005-03-07 asn.save.submission                       67                         
2005-03-07 asn.submit.submission                    978                         
2005-03-07 calendar.new                              70                         
2005-03-07 calendar.revise                          239                         
2005-03-07 chat.delete.own                            6                         
2005-03-07 chat.new                                 554                         
2005-03-07 content.delete                           705                         
2005-03-07 content.new                             2894                         
2005-03-07 content.read                           44714                         
2005-03-07 content.revise                           299                         
2005-03-07 digest.del                                11                         
2005-03-07 digest.upd                                87                         
2005-03-07 dis.dis.add                                1                         
2005-03-07 dis.path.add                               3                         
2005-03-07 dis.path.del                               2                         
2005-03-07 dis.path.upd                             171                         
2005-03-07 dis.status.add                           214                         
2005-03-07 dis.status.del                           169                         
2005-03-07 dis.status.upd                           178                         
2005-03-07 dis.step.upd                               2                         
2005-03-07 disc.delete.any                            1                         
2005-03-07 disc.delete.own                           10                         
2005-03-07 disc.new                                 381                         
2005-03-07 disc.revise.any                           33                         
2005-03-07 disc.revise.own                           37                         
2005-03-07 mail.new                                 334                         
2005-03-07 prefs.add                                  1                         
2005-03-07 prefs.upd                                  4                         
2005-03-07 realm.add                                202                         
2005-03-07 realm.del                                 76                         
2005-03-07 realm.upd                                183                         
2005-03-07 realm.upd.own                             40                         
2005-03-07 site.add                                  77                         
2005-03-07 site.del                                   9                         
2005-03-07 site.upd                                 222                         
2005-03-07 user.add                                  23                         
2005-03-07 user.login                             23484                         
2005-03-07 user.logout                            23341                         
2005-03-07                                          867                         
2005-03-08 alias.add                                 10                         
2005-03-08 alias.del                                  4                         
2005-03-08 annc.delete.own                           45                         
2005-03-08 annc.new                                 204                         
2005-03-08 annc.revise.any                            1                         
2005-03-08 annc.revise.own                           26                         
2005-03-08 asn.new.assignment                        31                         
2005-03-08 asn.new.assignmentcontent                 31                         
2005-03-08 asn.revise.assignment                     23                         
2005-03-08 asn.revise.assignmentcontent              22                         
2005-03-08 asn.save.submission                       98                         
2005-03-08 asn.submit.submission                   1155                         
2005-03-08 calendar.new                              36                         
2005-03-08 calendar.revise                          198                         
2005-03-08 chat.delete.own                            4                         
2005-03-08 chat.new                                1383                         
2005-03-08 content.delete                           313                         
2005-03-08 content.new                             3632                         
2005-03-08 content.read                           47160                         
2005-03-08 content.revise                           337                         
2005-03-08 digest.del                                73                         
2005-03-08 digest.upd                               212                         
2005-03-08 dis.path.add                               2                         
2005-03-08 dis.path.del                               2                         
2005-03-08 dis.path.upd                             171                         
2005-03-08 dis.status.add                           149                         
2005-03-08 dis.status.del                           149                         
2005-03-08 dis.status.upd                           202                         
2005-03-08 dis.step.upd                               2                         
2005-03-08 disc.delete.any                           20                         
2005-03-08 disc.delete.own                           10                         
2005-03-08 disc.new                                 493                         
2005-03-08 disc.revise.any                           36                         
2005-03-08 disc.revise.own                           23                         
2005-03-08 mail.delete.any                            3                         
2005-03-08 mail.new                                 373                         
2005-03-08 prefs.add                                  3                         
2005-03-08 prefs.upd                                  3                         
2005-03-08 realm.add                                181                         
2005-03-08 realm.del                                 38                         
2005-03-08 realm.upd                                252                         
2005-03-08 realm.upd.own                             91                         
2005-03-08 site.add                                  42                         
2005-03-08 site.del                                  12                         
2005-03-08 site.upd                                 123                         
2005-03-08 user.add                                   9                         
2005-03-08 user.login                             25240                         
2005-03-08 user.logout                            25474                         
2005-03-08 user.upd.own                               1                         
2005-03-08                                           83                         
2005-03-09 alias.add                                 14                         
2005-03-09 alias.del                                  5                         
2005-03-09 annc.delete.own                           16                         
2005-03-09 annc.new                                 229                         
2005-03-09 annc.revise.any                            1                         
2005-03-09 annc.revise.own                           24                         
2005-03-09 asn.new.assignment                        47                         
2005-03-09 asn.new.assignmentcontent                 47                         
2005-03-09 asn.revise.assignment                     32                         
2005-03-09 asn.revise.assignmentcontent              31                         
2005-03-09 asn.save.submission                       89                         
2005-03-09 asn.submit.submission                   1324                         
2005-03-09 calendar.new                              49                         
2005-03-09 calendar.revise                          210                         
2005-03-09 chat.delete.own                            1                         
2005-03-09 chat.new                                 293                         
2005-03-09 content.delete                           257                         
2005-03-09 content.new                             2895                         
2005-03-09 content.read                           35709                         
2005-03-09 content.revise                           312                         
2005-03-09 digest.del                               108                         
2005-03-09 digest.upd                               166                         
2005-03-09 dis.path.add                               2                         
2005-03-09 dis.path.del                               2                         
2005-03-09 dis.status.add                           148                         
2005-03-09 dis.status.del                           148                         
2005-03-09 dis.status.upd                            10                         
2005-03-09 disc.delete.any                           22                         
2005-03-09 disc.delete.own                           10                         
2005-03-09 disc.new                                 363                         
2005-03-09 disc.revise.any                           26                         
2005-03-09 disc.revise.own                           15                         
2005-03-09 mail.new                                 392                         
2005-03-09 mail.revise.any                            1                         
2005-03-09 realm.add                                188                         
2005-03-09 realm.del                                 44                         
2005-03-09 realm.upd                                150                         
2005-03-09 realm.upd.own                             95                         
2005-03-09 site.add                                  50                         
2005-03-09 site.del                                   4                         
2005-03-09 site.upd                                 161                         
2005-03-09 user.add                                   5                         
2005-03-09 user.login                             18730                         
2005-03-09 user.logout                            18752                         
2005-03-09                                           90                         
2005-03-10 alias.add                                 18                         
2005-03-10 alias.del                                  9                         
2005-03-10 annc.delete.any                            2                         
2005-03-10 annc.delete.own                           28                         
2005-03-10 annc.new                                 248                         
2005-03-10 annc.revise.own                           40                         
2005-03-10 asn.new.assignment                        25                         
2005-03-10 asn.new.assignmentcontent                 25                         
2005-03-10 asn.revise.assignment                     96                         
2005-03-10 asn.revise.assignmentcontent              38                         
2005-03-10 asn.save.submission                       56                         
2005-03-10 asn.submit.submission                    873                         
2005-03-10 calendar.new                              47                         
2005-03-10 calendar.revise                          219                         
2005-03-10 chat.delete.any                            3                         
2005-03-10 chat.delete.own                            2                         
2005-03-10 chat.new                                  92                         
2005-03-10 content.delete                           352                         
2005-03-10 content.new                             3403                         
2005-03-10 content.read                           39349                         
2005-03-10 content.revise                           323                         
2005-03-10 digest.del                               114                         
2005-03-10 digest.upd                               236                         
2005-03-10 dis.path.add                               2                         
2005-03-10 dis.path.del                               2                         
2005-03-10 dis.status.add                           151                         
2005-03-10 dis.status.del                           151                         
2005-03-10 dis.status.upd                            10                         
2005-03-10 disc.delete.any                            2                         
2005-03-10 disc.delete.own                           12                         
2005-03-10 disc.new                                 431                         
2005-03-10 disc.revise.any                           22                         
2005-03-10 disc.revise.own                           14                         
2005-03-10 mail.new                                 380                         
2005-03-10 mail.revise.any                            2                         
2005-03-10 prefs.add                                  3                         
2005-03-10 prefs.upd                                  1                         
2005-03-10 realm.add                                202                         
2005-03-10 realm.del                                 59                         
2005-03-10 realm.upd                                233                         
2005-03-10 realm.upd.own                             37                         
2005-03-10 site.add                                  57                         
2005-03-10 site.del                                   7                         
2005-03-10 site.upd                                 157                         
2005-03-10 user.add                                  14                         
2005-03-10 user.login                             20906                         
2005-03-10 user.logout                            21019                         
2005-03-10 user.upd.any                               1                         
2005-03-10 user.upd.own                               4                         
2005-03-10                                           90                         
2005-03-11 alias.add                                 22                         
2005-03-11 alias.del                                  9                         
2005-03-11 annc.delete.any                            1                         
2005-03-11 annc.delete.own                           17                         
2005-03-11 annc.new                                 218                         
2005-03-11 annc.revise.own                           48                         
2005-03-11 asn.new.assignment                        29                         
2005-03-11 asn.new.assignmentcontent                 29                         
2005-03-11 asn.revise.assignment                     34                         
2005-03-11 asn.revise.assignmentcontent              34                         
2005-03-11 asn.save.submission                       86                         
2005-03-11 asn.submit.submission                    901                         
2005-03-11 calendar.new                              46                         
2005-03-11 calendar.revise                          219                         
2005-03-11 chat.delete.any                            5                         
2005-03-11 chat.delete.own                           10                         
2005-03-11 chat.new                                 372                         
2005-03-11 content.delete                           330                         
2005-03-11 content.new                             3094                         
2005-03-11 content.read                           24641                         
2005-03-11 content.revise                           217                         
2005-03-11 digest.del                               165                         
2005-03-11 digest.upd                               218                         
2005-03-11 dis.status.upd                             6                         
2005-03-11 disc.delete.own                            4                         
2005-03-11 disc.new                                 190                         
2005-03-11 disc.revise.any                           21                         
2005-03-11 disc.revise.own                            8                         
2005-03-11 mail.new                                 369                         
2005-03-11 mail.revise.any                            1                         
2005-03-11 prefs.add                                  1                         
2005-03-11 prefs.upd                                  3                         
2005-03-11 realm.add                                123                         
2005-03-11 realm.del                                 10                         
2005-03-11 realm.upd                                410                         
2005-03-11 realm.upd.own                             41                         
2005-03-11 site.add                                  62                         
2005-03-11 site.del                                   1                         
2005-03-11 site.upd                                 203                         
2005-03-11 user.add                                   1                         
2005-03-11 user.login                             13991                         
2005-03-11 user.logout                            14141                         
2005-03-11                                           24                         
2005-03-12 alias.add                                  4                         
2005-03-12 alias.del                                  1                         
2005-03-12 annc.new                                  72                         
2005-03-12 annc.revise.any                            1                         
2005-03-12 annc.revise.own                            9                         
2005-03-12 asn.new.assignment                         8                         
2005-03-12 asn.new.assignmentcontent                  8                         
2005-03-12 asn.revise.assignment                      3                         
2005-03-12 asn.revise.assignmentcontent               3                         
2005-03-12 asn.save.submission                       82                         
2005-03-12 asn.submit.submission                   1274                         
2005-03-12 calendar.new                               8                         
2005-03-12 calendar.revise                           46                         
2005-03-12 chat.new                                 129                         
2005-03-12 content.delete                           217                         
2005-03-12 content.new                             1409                         
2005-03-12 content.read                           15184                         
2005-03-12 content.revise                           130                         
2005-03-12 digest.del                               180                         
2005-03-12 digest.upd                                 4                         
2005-03-12 dis.path.add                               1                         
2005-03-12 dis.path.del                               1                         
2005-03-12 dis.status.add                            64                         
2005-03-12 dis.status.del                            64                         
2005-03-12 dis.status.upd                             5                         
2005-03-12 disc.delete.any                           62                         
2005-03-12 disc.delete.own                           17                         
2005-03-12 disc.new                                 112                         
2005-03-12 disc.revise.any                           15                         
2005-03-12 disc.revise.own                           13                         
2005-03-12 mail.new                                 151                         
2005-03-12 prefs.add                                  1                         
2005-03-12 realm.add                                 61                         
2005-03-12 realm.del                                 52                         
2005-03-12 realm.upd                                156                         
2005-03-12 realm.upd.own                             16                         
2005-03-12 site.add                                  12                         
2005-03-12 site.del                                   2                         
2005-03-12 site.upd                                  44                         
2005-03-12 user.add                                  10                         
2005-03-12 user.login                              7863                         
2005-03-12 user.logout                             7854                         
2005-03-12                                           34                         
2005-03-13 alias.add                                  5                         
2005-03-13 annc.delete.own                           10                         
2005-03-13 annc.new                                 110                         
2005-03-13 annc.revise.any                            2                         
2005-03-13 annc.revise.own                           16                         
2005-03-13 asn.new.assignment                        13                         
2005-03-13 asn.new.assignmentcontent                 13                         
2005-03-13 asn.revise.assignment                     20                         
2005-03-13 asn.revise.assignmentcontent              19                         
2005-03-13 asn.save.submission                       83                         
2005-03-13 asn.submit.submission                    587                         
2005-03-13 calendar.new                              18                         
2005-03-13 calendar.revise                           38                         
2005-03-13 chat.delete.any                            3                         
2005-03-13 chat.new                                 212                         
2005-03-13 content.delete                           118                         
2005-03-13 content.new                             1906                         
2005-03-13 content.read                           24227                         
2005-03-13 content.revise                           143                         
2005-03-13 digest.del                                 5                         
2005-03-13 digest.upd                                44                         
2005-03-13 dis.path.add                               2                         
2005-03-13 dis.path.del                               2                         
2005-03-13 dis.status.add                           128                         
2005-03-13 dis.status.del                           128                         
2005-03-13 dis.status.upd                             9                         
2005-03-13 disc.delete.own                            2                         
2005-03-13 disc.new                                 127                         
2005-03-13 disc.revise.any                            9                         
2005-03-13 disc.revise.own                            5                         
2005-03-13 mail.new                                 185                         
2005-03-13 prefs.add                                  2                         
2005-03-13 prefs.upd                                  2                         
2005-03-13 realm.add                                 70                         
2005-03-13 realm.del                                 22                         
2005-03-13 realm.upd                                 48                         
2005-03-13 realm.upd.own                             34                         
2005-03-13 site.add                                  21                         
2005-03-13 site.del                                   1                         
2005-03-13 site.upd                                  43                         
2005-03-13 user.add                                   1                         
2005-03-13 user.login                             11870                         
2005-03-13 user.logout                            11638                         
2005-03-13 user.upd.any                               1                         
2005-03-13 user.upd.own                               1                         
2005-03-13                                           70                         
2005-03-14 alias.add                                 23                         
2005-03-14 alias.del                                 13                         
2005-03-14 annc.delete.any                            2                         
2005-03-14 annc.delete.own                           43                         
2005-03-14 annc.new                                 224                         
2005-03-14 annc.revise.own                           33                         
2005-03-14 asn.new.assignment                        35                         
2005-03-14 asn.new.assignmentcontent                 35                         
2005-03-14 asn.revise.assignment                     18                         
2005-03-14 asn.revise.assignmentcontent              18                         
2005-03-14 asn.save.submission                      130                         
2005-03-14 asn.submit.submission                   2019                         
2005-03-14 calendar.new                              38                         
2005-03-14 calendar.revise                          284                         
2005-03-14 chat.delete.own                            1                         
2005-03-14 chat.new                                 419                         
2005-03-14 content.delete                           529                         
2005-03-14 content.new                             4627                         
2005-03-14 content.read                           46384                         
2005-03-14 content.revise                           306                         
2005-03-14 digest.del                                15                         
2005-03-14 digest.upd                               114                         
2005-03-14 dis.info.add                               1                         
2005-03-14 dis.path.add                               6                         
2005-03-14 dis.path.del                               4                         
2005-03-14 dis.path.upd                               3                         
2005-03-14 dis.status.add                           387                         
2005-03-14 dis.status.del                           308                         
2005-03-14 dis.status.upd                            21                         
2005-03-14 disc.delete.any                            4                         
2005-03-14 disc.delete.own                            7                         
2005-03-14 disc.new                                 441                         
2005-03-14 disc.revise.any                           18                         
2005-03-14 disc.revise.own                           25                         
2005-03-14 mail.new                                 403                         
2005-03-14 prefs.add                                  1                         
2005-03-14 prefs.upd                                  2                         
2005-03-14 realm.add                                202                         
2005-03-14 realm.del                                 45                         
2005-03-14 realm.upd                                136                         
2005-03-14 realm.upd.own                             34                         
2005-03-14 site.add                                  43                         
2005-03-14 site.del                                   4                         
2005-03-14 site.upd                                 162                         
2005-03-14 user.add                                   9                         
2005-03-14 user.login                             23770                         
2005-03-14 user.logout                            23732                         
2005-03-14 user.upd.own                               1                         
2005-03-14                                         1343                         
2005-03-15 alias.add                                 19                         
2005-03-15 alias.del                                  7                         
2005-03-15 annc.delete.any                            2                         
2005-03-15 annc.delete.own                           41                         
2005-03-15 annc.new                                 278                         
2005-03-15 annc.revise.any                            6                         
2005-03-15 annc.revise.own                           31                         
2005-03-15 asn.new.assignment                        26                         
2005-03-15 asn.new.assignmentcontent                 26                         
2005-03-15 asn.revise.assignment                     20                         
2005-03-15 asn.revise.assignmentcontent              20                         
2005-03-15 asn.save.submission                      121                         
2005-03-15 asn.submit.submission                   1686                         
2005-03-15 calendar.new                              63                         
2005-03-15 calendar.revise                          755                         
2005-03-15 chat.delete.any                            2                         
2005-03-15 chat.delete.own                            2                         
2005-03-15 chat.new                                 437                         
2005-03-15 content.delete                           405                         
2005-03-15 content.new                             4888                         
2005-03-15 content.read                           49742                         
2005-03-15 content.revise                           328                         
2005-03-15 digest.del                                85                         
2005-03-15 digest.upd                               214                         
2005-03-15 dis.dis.upd                                3                         
2005-03-15 dis.info.add                               2                         
2005-03-15 dis.path.add                               4                         
2005-03-15 dis.path.del                               2                         
2005-03-15 dis.path.upd                               9                         
2005-03-15 dis.status.add                           221                         
2005-03-15 dis.status.del                           146                         
2005-03-15 dis.status.upd                            23                         
2005-03-15 dis.step.add                               3                         
2005-03-15 disc.delete.any                            5                         
2005-03-15 disc.delete.own                           12                         
2005-03-15 disc.new                                 395                         
2005-03-15 disc.revise.any                           32                         
2005-03-15 disc.revise.own                           18                         
2005-03-15 mail.delete.any                            1                         
2005-03-15 mail.new                                1487                         
2005-03-15 mail.revise.any                            2                         
2005-03-15 prefs.add                                  3                         
2005-03-15 prefs.upd                                  3                         
2005-03-15 realm.add                                188                         
2005-03-15 realm.del                                 24                         
2005-03-15 realm.upd                                380                         
2005-03-15 realm.upd.own                             56                         
2005-03-15 site.add                                  75                         
2005-03-15 site.del                                   3                         
2005-03-15 site.upd                                 169                         
2005-03-15 user.add                                  86                         
2005-03-15 user.login                             24769                         
2005-03-15 user.logout                            24869                         
2005-03-15                                          169                         
2005-03-16 alias.add                                 16                         
2005-03-16 alias.del                                 10                         
2005-03-16 annc.delete.any                            2                         
2005-03-16 annc.delete.own                           59                         
2005-03-16 annc.new                                 253                         
2005-03-16 annc.revise.any                            1                         
2005-03-16 annc.revise.own                           40                         
2005-03-16 asn.new.assignment                        31                         
2005-03-16 asn.new.assignmentcontent                 31                         
2005-03-16 asn.revise.assignment                     32                         
2005-03-16 asn.revise.assignmentcontent              30                         
2005-03-16 asn.save.submission                       78                         
2005-03-16 asn.submit.submission                   1471                         
2005-03-16 calendar.new                              46                         
2005-03-16 calendar.revise                          228                         
2005-03-16 chat.new                                 737                         
2005-03-16 content.delete                           850                         
2005-03-16 content.new                             4311                         
2005-03-16 content.read                           43576                         
2005-03-16 content.revise                           376                         
2005-03-16 digest.del                               111                         
2005-03-16 digest.upd                               343                         
2005-03-16 dis.status.upd                             7                         
2005-03-16 disc.delete.any                            2                         
2005-03-16 disc.delete.own                            1                         
2005-03-16 disc.new                                 392                         
2005-03-16 disc.revise.any                           14                         
2005-03-16 disc.revise.own                            4                         
2005-03-16 mail.new                                 405                         
2005-03-16 mail.revise.any                            1                         
2005-03-16 prefs.add                                  3                         
2005-03-16 prefs.upd                                  2                         
2005-03-16 realm.add                                170                         
2005-03-16 realm.del                                 27                         
2005-03-16 realm.upd                                202                         
2005-03-16 realm.upd.own                             30                         
2005-03-16 site.add                                  57                         
2005-03-16 site.del                                   7                         
2005-03-16 site.upd                                 187                         
2005-03-16 user.add                                  12                         
2005-03-16 user.login                             21732                         
2005-03-16 user.logout                            21785                         
2005-03-16 user.upd.own                               2                         
2005-03-16                                           19                         
2005-03-17 alias.add                                  7                         
2005-03-17 alias.del                                  3                         
2005-03-17 annc.delete.any                            3                         
2005-03-17 annc.delete.own                           24                         
2005-03-17 annc.new                                 221                         
2005-03-17 annc.revise.any                            3                         
2005-03-17 annc.revise.own                           23                         
2005-03-17 asn.new.assignment                        30                         
2005-03-17 asn.new.assignmentcontent                 30                         
2005-03-17 asn.revise.assignment                     13                         
2005-03-17 asn.revise.assignmentcontent              13                         
2005-03-17 asn.save.submission                       48                         
2005-03-17 asn.submit.submission                   1290                         
2005-03-17 calendar.new                              46                         
2005-03-17 calendar.revise                          196                         
2005-03-17 chat.new                                 641                         
2005-03-17 content.delete                           286                         
2005-03-17 content.new                             4447                         
2005-03-17 content.read                           38180                         
2005-03-17 content.revise                           257                         
2005-03-17 digest.del                               173                         
2005-03-17 digest.upd                                97                         
2005-03-17 dis.path.add                               3                         
2005-03-17 dis.path.del                               3                         
2005-03-17 dis.path.upd                              73                         
2005-03-17 dis.status.add                           223                         
2005-03-17 dis.status.del                           223                         
2005-03-17 dis.status.upd                            83                         
2005-03-17 dis.step.upd                               3                         
2005-03-17 disc.delete.any                            1                         
2005-03-17 disc.delete.own                            5                         
2005-03-17 disc.new                                 297                         
2005-03-17 disc.revise.any                           10                         
2005-03-17 disc.revise.own                           15                         
2005-03-17 mail.delete.any                            1                         
2005-03-17 mail.new                                 309                         
2005-03-17 prefs.add                                  1                         
2005-03-17 prefs.upd                                  3                         
2005-03-17 realm.add                                153                         
2005-03-17 realm.del                                 22                         
2005-03-17 realm.upd                                118                         
2005-03-17 realm.upd.own                             25                         
2005-03-17 site.add                                  50                         
2005-03-17 site.del                                   2                         
2005-03-17 site.upd                                 117                         
2005-03-17 user.add                                   5                         
2005-03-17 user.login                             19110                         
2005-03-17 user.logout                            19274                         
